"","X.1","X","prod_name","pantry","refrigerator","freezer","splitlen","status","new_prod","raw_prod","pantry_times","pantry_num","pantry_min","pantry_max","pantry_mult","pantry_mindays","pantry_maxdays","refrigerator_times","refrigerator_num","refrigerator_min","refrigerator_max","refrigerator_mult","refrigerator_mindays","refrigerator_maxdays","freezer_times","freezer_num","freezer_min","freezer_max","freezer_mult","freezer_mindays","freezer_maxdays","new_status","new_status_2"
"64",64,"http://www.stilltasty.com/searchitems/index/262.href"," CRANBERRY SAUCE, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"10-14 days","1-2 months",2,"OPENED"," CRANBERRY SAUCE, COMMERCIALLY CANNED OR BOTTLED"," CRANBERRY SAUCE",NA,NA,NA,NA,NA,NA,NA,"days","10-14",10,14,1,10,14,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"65",65,"http://www.stilltasty.com/searchitems/index/262.href"," CRANBERRY SAUCE, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," CRANBERRY SAUCE, COMMERCIALLY CANNED OR BOTTLED"," CRANBERRY SAUCE","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"66",66,"http://www.stilltasty.com/searchitems/index/262.href"," CRENSHAW MELONS — FRESH, RAW, CUT UP",NA,"3-4 days","10-12 months",2,"FRESH, RAW, CUT UP"," CRENSHAW MELONS"," CRENSHAW MELONS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, CUT UP","FRESH, RAW"
"67",67,"http://www.stilltasty.com/searchitems/index/262.href"," CRENSHAW MELONS — FRESH, RAW, WHOLE","2-4 days or until ripe","7-10 days once ripe","10-12 months",2,"FRESH, RAW, WHOLE"," CRENSHAW MELONS"," CRENSHAW MELONS","days","2-4",2,4,1,2,4,"days","7-10",7,10,1,7,10,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"68",68,"http://www.stilltasty.com/searchitems/index/262.href"," CURRANTS (RED, BLACK OR WHITE) — FRESH, RAW",NA,"1-2 days","10-12 months",2,"FRESH, RAW"," CURRANTS (RED, BLACK OR WHITE)"," CURRANTS (RED",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"69",69,"http://www.stilltasty.com/searchitems/index/262.href"," CURRANTS, DRIED — UNOPENED OR OPENED PACKAGE","6-12 months","6-12 months","12-18 months",2,"UNOPENED OR OPENED PACKAGE"," CURRANTS, DRIED"," CURRANTS","months","6-12",6,12,30,180,360,"months","6-12",6,12,30,180,360,"months","12-18",12,18,30,360,540,"UNOPENED OR OPENED PACKAGE",NA
"70",70,"http://www.stilltasty.com/searchitems/index/262.href"," DATES — OPENED OR UNOPENED PACKAGE","1-2 months","1 year","1-2 years",2,"OPENED OR UNOPENED PACKAGE"," DATES"," DATES","months","1-2",1,2,30,30,60,"year","1",1,1,365,365,365,"years","1-2",1,2,365,365,730,"OPENED OR UNOPENED PACKAGE",NA
"71",71,"http://www.stilltasty.com/searchitems/index/262.href"," ELDERBERRIES — FRESH, RAW",NA,"2-3 days","10-12 months",2,"FRESH, RAW"," ELDERBERRIES"," ELDERBERRIES",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"72",72,"http://www.stilltasty.com/searchitems/index/262.href"," FEIJOA — FRESH, RAW","2-3 days or until ripe","1-2 days once ripe","10-12 months",2,"FRESH, RAW"," FEIJOA"," FEIJOA","days","2-3",2,3,1,2,3,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"73",73,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS — FRESH, RAW",NA,"1-2 days","10-12 months",2,"FRESH, RAW"," FIGS"," FIGS",NA,NA,NA,NA,NA,NA,NA,"days","1-2",1,2,1,1,2,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"74",74,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS — STEWED",NA,"2-4 days",NA,2,"STEWED"," FIGS"," FIGS",NA,NA,NA,NA,NA,NA,NA,"days","2-4",2,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,"STEWED",NA
"75",75,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS, CANDIED — UNOPENED OR OPENED PACKAGE","12 months",NA,NA,2,"UNOPENED OR OPENED PACKAGE"," FIGS, CANDIED"," FIGS","months","12",12,12,30,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED PACKAGE",NA
"76",76,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," FIGS, COMMERCIALLY CANNED OR BOTTLED"," FIGS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"77",77,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," FIGS, COMMERCIALLY CANNED OR BOTTLED"," FIGS","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"78",78,"http://www.stilltasty.com/searchitems/index/262.href"," FIGS, DRIED — UNOPENED OR OPENED PACKAGE","6-12 months","6-12 months","12-18 months",2,"UNOPENED OR OPENED PACKAGE"," FIGS, DRIED"," FIGS","months","6-12",6,12,30,180,360,"months","6-12",6,12,30,180,360,"months","12-18",12,18,30,360,540,"UNOPENED OR OPENED PACKAGE",NA
"79",79,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT COCKTAIL /SALAD /MIXED FRUIT, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," FRUIT COCKTAIL /SALAD /MIXED FRUIT, COMMERCIALLY CANNED OR BOTTLED"," FRUIT COCKTAIL /SALAD /MIXED FRUIT",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"80",80,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT COCKTAIL /SALAD /MIXED FRUIT, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," FRUIT COCKTAIL /SALAD /MIXED FRUIT, COMMERCIALLY CANNED OR BOTTLED"," FRUIT COCKTAIL /SALAD /MIXED FRUIT","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"81",81,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT DRINKS OR PUNCH, SOLD IN REFRIGERATED CARTON — OPENED",NA,"7-10 days ","8-12 months",2,"OPENED"," FRUIT DRINKS OR PUNCH, SOLD IN REFRIGERATED CARTON"," FRUIT DRINKS OR PUNCH",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"82",82,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT DRINKS OR PUNCH, SOLD IN REFRIGERATED CARTON — UNOPENED",NA,"1 week after date on package ","8-12 months",2,"UNOPENED"," FRUIT DRINKS OR PUNCH, SOLD IN REFRIGERATED CARTON"," FRUIT DRINKS OR PUNCH",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"83",83,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT SALAD — FRESH, RAW",NA,"5-7 days",NA,2,"FRESH, RAW"," FRUIT SALAD"," FRUIT SALAD",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,NA,NA,NA,NA,NA,NA,NA,"FRESH, RAW","FRESH, RAW"
"84",84,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT SMOOTHIES, SOLD IN REFRIGERATED CONTAINER — OPENED",NA,"7-10 days ","8-12 months",2,"OPENED"," FRUIT SMOOTHIES, SOLD IN REFRIGERATED CONTAINER"," FRUIT SMOOTHIES",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"85",85,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT SMOOTHIES, SOLD IN REFRIGERATED CONTAINER — UNOPENED",NA,"1 week after date on package ","8-12 months",2,"UNOPENED"," FRUIT SMOOTHIES, SOLD IN REFRIGERATED CONTAINER"," FRUIT SMOOTHIES",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"86",86,"http://www.stilltasty.com/searchitems/index/262.href"," FRUIT, MIXED — COMMERCIALLY FROZEN",NA,NA,"1 year",2,"COMMERCIALLY FROZEN"," FRUIT, MIXED"," FRUIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year","1",1,1,365,365,365,"COMMERCIALLY FROZEN","FROZEN"
"87",87,"http://www.stilltasty.com/searchitems/index/262.href"," GOOSEBERRIES — FRESH, RAW",NA,"2-3 days","10-12 months",2,"FRESH, RAW"," GOOSEBERRIES"," GOOSEBERRIES",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"88",88,"http://www.stilltasty.com/searchitems/index/262.href"," GOOSEBERRIES, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," GOOSEBERRIES, COMMERCIALLY CANNED OR BOTTLED"," GOOSEBERRIES",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"89",89,"http://www.stilltasty.com/searchitems/index/262.href"," GOOSEBERRIES, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," GOOSEBERRIES, COMMERCIALLY CANNED OR BOTTLED"," GOOSEBERRIES","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"90",90,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPE JUICE — COMMERCIALLY FROZEN CONCENTRATE",NA,NA,"1 year",2,"COMMERCIALLY FROZEN CONCENTRATE"," GRAPE JUICE"," GRAPE JUICE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year","1",1,1,365,365,365,"COMMERCIALLY FROZEN CONCENTRATE","FROZEN"
"91",91,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPE JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — OPENED",NA,"5-7 days","8-12 months",2,"OPENED"," GRAPE JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GRAPE JUICE",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"92",92,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPE JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — UNOPENED","12-18 months",NA,"8-12 months",2,"UNOPENED"," GRAPE JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GRAPE JUICE","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"93",93,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPE JUICE, SOLD IN REFRIGERATED CONTAINER — OPENED",NA,"7-10 days ","8-12 months",2,"OPENED"," GRAPE JUICE, SOLD IN REFRIGERATED CONTAINER"," GRAPE JUICE",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"94",94,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPE JUICE, SOLD IN REFRIGERATED CONTAINER — UNOPENED",NA,"1 week after date on package ","8-12 months",2,"UNOPENED"," GRAPE JUICE, SOLD IN REFRIGERATED CONTAINER"," GRAPE JUICE",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"95",95,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT  SECTIONS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," GRAPEFRUIT  SECTIONS, COMMERCIALLY CANNED OR BOTTLED"," GRAPEFRUIT  SECTIONS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"96",96,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT  SECTIONS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," GRAPEFRUIT  SECTIONS, COMMERCIALLY CANNED OR BOTTLED"," GRAPEFRUIT  SECTIONS","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"97",97,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT JUICE — FRESHLY SQUEEZED",NA,"2-3 days","3-4 months",2,"FRESHLY SQUEEZED"," GRAPEFRUIT JUICE"," GRAPEFRUIT JUICE",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,"months","3-4",3,4,30,90,120,"FRESHLY SQUEEZED","FRESH, RAW"
"98",98,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT JUICE — COMMERCIALLY FROZEN CONCENTRATE",NA,NA,"1 year",2,"COMMERCIALLY FROZEN CONCENTRATE"," GRAPEFRUIT JUICE"," GRAPEFRUIT JUICE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year","1",1,1,365,365,365,"COMMERCIALLY FROZEN CONCENTRATE","FROZEN"
"99",99,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT — FRESH, RAW, CUT UP",NA,"3-4 days","10-12 months",2,"FRESH, RAW, CUT UP"," GRAPEFRUIT"," GRAPEFRUIT",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, CUT UP","FRESH, RAW"
"100",100,"http://www.stilltasty.com/searchitems/index/262.href"," GRAPEFRUIT — FRESH, RAW, WHOLE","1 week","2-3 weeks","10-12 months",2,"FRESH, RAW, WHOLE"," GRAPEFRUIT"," GRAPEFRUIT","week","1",1,1,7,7,7,"weeks","2-3",2,3,7,14,21,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"101",101,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPEFRUIT JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — OPENED",NA,"5-7 days","8-12 months",2,"OPENED"," GRAPEFRUIT JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GRAPEFRUIT JUICE",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"102",102,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPEFRUIT JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — UNOPENED","12-18 months",NA,"8-12 months",2,"UNOPENED"," GRAPEFRUIT JUICE, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GRAPEFRUIT JUICE","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"103",103,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPEFRUIT JUICE, SOLD IN REFRIGERATED CARTON — OPENED",NA,"7-10 days ","8-12 months",2,"OPENED"," GRAPEFRUIT JUICE, SOLD IN REFRIGERATED CARTON"," GRAPEFRUIT JUICE",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"104",104,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPEFRUIT JUICE, SOLD IN REFRIGERATED CARTON — UNOPENED",NA,"1 week after date on package ","8-12 months",2,"UNOPENED"," GRAPEFRUIT JUICE, SOLD IN REFRIGERATED CARTON"," GRAPEFRUIT JUICE",NA,NA,NA,NA,NA,NA,NA,"week","1",1,1,7,7,7,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"105",105,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPES — FRESH, RAW",NA,"5-7 days","10-12 months",2,"FRESH, RAW"," GRAPES"," GRAPES",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"106",106,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPES, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," GRAPES, COMMERCIALLY CANNED OR BOTTLED"," GRAPES",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"107",107,"http://www.stilltasty.com/searchitems/index/263.href"," GRAPES, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," GRAPES, COMMERCIALLY CANNED OR BOTTLED"," GRAPES","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"108",108,"http://www.stilltasty.com/searchitems/index/263.href"," GUANABANA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — OPENED",NA,"5-7 days","8-12 months",2,"OPENED"," GUANABANA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GUANABANA NECTAR",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"109",109,"http://www.stilltasty.com/searchitems/index/263.href"," GUANABANA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — UNOPENED","12-18 months",NA,"8-12 months",2,"UNOPENED"," GUANABANA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GUANABANA NECTAR","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"110",110,"http://www.stilltasty.com/searchitems/index/263.href"," GUAVA — FRESH, RAW, CUT UP",NA,"3-4 days","10-12 months",2,"FRESH, RAW, CUT UP"," GUAVA"," GUAVA",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, CUT UP","FRESH, RAW"
"111",111,"http://www.stilltasty.com/searchitems/index/263.href"," GUAVA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — OPENED",NA,"5-7 days","8-12 months",2,"OPENED"," GUAVA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GUAVA NECTAR",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"112",112,"http://www.stilltasty.com/searchitems/index/263.href"," GUAVA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED — UNOPENED","12-18 months",NA,"8-12 months",2,"UNOPENED"," GUAVA NECTAR, COMMERCIALLY CANNED OR BOTTLED, SOLD UNREFRIGERATED"," GUAVA NECTAR","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"113",113,"http://www.stilltasty.com/searchitems/index/263.href"," GUAVA — FRESH, RAW, WHOLE","2-5 days or until ripe","3-4 days once ripe","10-12 months",2,"FRESH, RAW, WHOLE"," GUAVA"," GUAVA","days","2-5",2,5,1,2,5,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"114",114,"http://www.stilltasty.com/searchitems/index/263.href"," HONEYDEW MELONS — FRESH, RAW, CUT UP",NA,"3-4 days","10-12 months",2,"FRESH, RAW, CUT UP"," HONEYDEW MELONS"," HONEYDEW MELONS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, CUT UP","FRESH, RAW"
"115",115,"http://www.stilltasty.com/searchitems/index/263.href"," HONEYDEW MELONS — FRESH, RAW, WHOLE","2-4 days or until ripe","5-7 days once ripe","10-12 months",2,"FRESH, RAW, WHOLE"," HONEYDEW MELONS"," HONEYDEW MELONS","days","2-4",2,4,1,2,4,"days","5-7",5,7,1,5,7,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"116",116,"http://www.stilltasty.com/searchitems/index/263.href"," HUCKLEBERRIES — FRESH, RAW",NA,"7-14 days","10-12 months",2,"FRESH, RAW"," HUCKLEBERRIES"," HUCKLEBERRIES",NA,NA,NA,NA,NA,NA,NA,"days","7-14",7,14,1,7,14,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"117",117,"http://www.stilltasty.com/searchitems/index/263.href"," JACKFRUIT, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"5-7 days","1-2 months",2,"OPENED"," JACKFRUIT, COMMERCIALLY CANNED OR BOTTLED"," JACKFRUIT",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"118",118,"http://www.stilltasty.com/searchitems/index/263.href"," JACKFRUIT, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","12-18 months",NA,NA,2,"UNOPENED"," JACKFRUIT, COMMERCIALLY CANNED OR BOTTLED"," JACKFRUIT","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"119",119,"http://www.stilltasty.com/searchitems/index/263.href"," JUICE/DRINK BOXES, SOLD UNREFRIGERATED — OPENED",NA,"5-7 days","8-12 months",2,"OPENED"," JUICE/DRINK BOXES, SOLD UNREFRIGERATED"," JUICE/DRINK BOXES",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","8-12",8,12,30,240,360,"OPENED","OPENED"
"120",120,"http://www.stilltasty.com/searchitems/index/263.href"," JUICE/DRINK BOXES, SOLD UNREFRIGERATED — UNOPENED","9 months",NA,"8-12 months",2,"UNOPENED"," JUICE/DRINK BOXES, SOLD UNREFRIGERATED"," JUICE/DRINK BOXES","months","9",9,9,30,270,270,NA,NA,NA,NA,NA,NA,NA,"months","8-12",8,12,30,240,360,"UNOPENED","UNOPENED"
"121",121,"http://www.stilltasty.com/searchitems/index/263.href"," JUJUBE, DRIED — UNOPENED OR OPENED PACKAGE","6-12 months","6-12 months","12-18 months",2,"UNOPENED OR OPENED PACKAGE"," JUJUBE, DRIED"," JUJUBE","months","6-12",6,12,30,180,360,"months","6-12",6,12,30,180,360,"months","12-18",12,18,30,360,540,"UNOPENED OR OPENED PACKAGE",NA
"122",122,"http://www.stilltasty.com/searchitems/index/263.href"," KIWI FRUIT — FRESH, RAW, CUT UP",NA,"3-4 days","10-12 months",2,"FRESH, RAW, CUT UP"," KIWI FRUIT"," KIWI FRUIT",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","10-12",10,12,30,300,360,"FRESH, RAW, CUT UP","FRESH, RAW"
"123",123,"http://www.stilltasty.com/searchitems/index/263.href"," KIWI FRUIT — FRESH, RAW, WHOLE","2-3 days or until ripe","5-7 days once ripe","10-12 months",2,"FRESH, RAW, WHOLE"," KIWI FRUIT"," KIWI FRUIT","days","2-3",2,3,1,2,3,"days","5-7",5,7,1,5,7,"months","10-12",10,12,30,300,360,"FRESH, RAW, WHOLE",NA
"124",124,"http://www.stilltasty.com/searchitems/index/263.href"," KIWI, DRIED — UNOPENED OR OPENED PACKAGE","6-12 months","6-12 months","12-18 months",2,"UNOPENED OR OPENED PACKAGE"," KIWI, DRIED"," KIWI","months","6-12",6,12,30,180,360,"months","6-12",6,12,30,180,360,"months","12-18",12,18,30,360,540,"UNOPENED OR OPENED PACKAGE",NA
"125",125,"http://www.stilltasty.com/searchitems/index/263.href"," KUMQUATS — FRESH, RAW","3-5 days","2-3 weeks","10-12 months",2,"FRESH, RAW"," KUMQUATS"," KUMQUATS","days","3-5",3,5,1,3,5,"weeks","2-3",2,3,7,14,21,"months","10-12",10,12,30,300,360,"FRESH, RAW","FRESH, RAW"
"126",126,"http://www.stilltasty.com/searchitems/index/263.href"," LEMON JUICE — FRESHLY SQUEEZED",NA,"2-3 days","3-4 months",2,"FRESHLY SQUEEZED"," LEMON JUICE"," LEMON JUICE",NA,NA,NA,NA,NA,NA,NA,"days","2-3",2,3,1,2,3,"months","3-4",3,4,30,90,120,"FRESHLY SQUEEZED","FRESH, RAW"
"127",127,"http://www.stilltasty.com/searchitems/index/263.href"," LEMON JUICE — COMMERCIALLY FROZEN CONCENTRATE",NA,NA,"1 year",2,"COMMERCIALLY FROZEN CONCENTRATE"," LEMON JUICE"," LEMON JUICE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year","1",1,1,365,365,365,"COMMERCIALLY FROZEN CONCENTRATE","FROZEN"
"128",128,"http://www.stilltasty.com/searchitems/index/263.href"," LEMON JUICE, FROM CONCENTRATE, COMMERCIALLY PACKAGED IN BOTTLE OR PLASTIC LEMON-SHAPED CONTAINER — OPENED",NA,"6-9 months",NA,2,"OPENED"," LEMON JUICE, FROM CONCENTRATE, COMMERCIALLY PACKAGED IN BOTTLE OR PLASTIC LEMON-SHAPED CONTAINER"," LEMON JUICE",NA,NA,NA,NA,NA,NA,NA,"months","6-9",6,9,30,180,270,NA,NA,NA,NA,NA,NA,NA,"OPENED","OPENED"
"129",129,"http://www.stilltasty.com/searchitems/index/263.href"," LEMON JUICE, FROM CONCENTRATE, COMMERCIALLY PACKAGED IN BOTTLE OR PLASTIC LEMON-SHAPED CONTAINER — UNOPENED ","12-18 months",NA,NA,2,"UNOPENED "," LEMON JUICE, FROM CONCENTRATE, COMMERCIALLY PACKAGED IN BOTTLE OR PLASTIC LEMON-SHAPED CONTAINER"," LEMON JUICE","months","12-18",12,18,30,360,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED ","UNOPENED"
